카테고리,단어,뜻,예문,해석,학습 상태
토익 950+ 목표,vendor,[명사] 공급업체,The manager reviewed the term 'vendor' in the business report.,그 관리자는 업무 보고서에서 'vendor'라는 용어를 검토했다.,미학습
토익 950+ 목표,warranty,[명사] 보증,The manager reviewed the term 'warranty' in the business report.,그 관리자는 업무 보고서에서 'warranty'라는 용어를 검토했다.,미학습
토익 950+ 목표,workforce,[명사] 노동력,The manager reviewed the term 'workforce' in the business report.,그 관리자는 업무 보고서에서 'workforce'라는 용어를 검토했다.,미학습
토익 950+ 목표,absenteeism,[명사] 결근,The manager reviewed the term 'absenteeism' in the business report.,그 관리자는 업무 보고서에서 'absenteeism'라는 용어를 검토했다.,미학습
토익 950+ 목표,accommodate,[동사] 수용하다,The manager reviewed the term 'accommodate' in the business report.,그 관리자는 업무 보고서에서 'accommodate'라는 용어를 검토했다.,미학습
토익 950+ 목표,acknowledge,"[동사] 인정하다, 확인하다",The manager reviewed the term 'acknowledge' in the business report.,그 관리자는 업무 보고서에서 'acknowledge'라는 용어를 검토했다.,미학습
토익 950+ 목표,adjacent,[형용사] 인접한,The manager reviewed the term 'adjacent' in the business report.,그 관리자는 업무 보고서에서 'adjacent'라는 용어를 검토했다.,미학습
토익 950+ 목표,affiliated,[형용사] 제휴된,The manager reviewed the term 'affiliated' in the business report.,그 관리자는 업무 보고서에서 'affiliated'라는 용어를 검토했다.,미학습
토익 950+ 목표,agenda,[명사] 안건,The manager reviewed the term 'agenda' in the business report.,그 관리자는 업무 보고서에서 'agenda'라는 용어를 검토했다.,미학습
토익 950+ 목표,amenity,[명사] 편의 시설,The manager reviewed the term 'amenity' in the business report.,그 관리자는 업무 보고서에서 'amenity'라는 용어를 검토했다.,미학습
토익 950+ 목표,anticipate,[동사] 예상하다,The manager reviewed the term 'anticipate' in the business report.,그 관리자는 업무 보고서에서 'anticipate'라는 용어를 검토했다.,미학습
토익 950+ 목표,attendee,[명사] 참석자,The manager reviewed the term 'attendee' in the business report.,그 관리자는 업무 보고서에서 'attendee'라는 용어를 검토했다.,미학습
토익 950+ 목표,audit,"[명사/동사] 감사, 감사하다",The manager reviewed the term 'audit' in the business report.,그 관리자는 업무 보고서에서 'audit'라는 용어를 검토했다.,미학습
토익 950+ 목표,behalf,"[명사] 이익, 대표",The manager reviewed the term 'behalf' in the business report.,그 관리자는 업무 보고서에서 'behalf'라는 용어를 검토했다.,미학습
토익 950+ 목표,bid,[명사/동사] 입찰,The manager reviewed the term 'bid' in the business report.,그 관리자는 업무 보고서에서 'bid'라는 용어를 검토했다.,미학습
토익 950+ 목표,brochure,[명사] 안내 책자,The manager reviewed the term 'brochure' in the business report.,그 관리자는 업무 보고서에서 'brochure'라는 용어를 검토했다.,미학습
토익 950+ 목표,bulk,"[명사/형용사] 대량, 대량의",The manager reviewed the term 'bulk' in the business report.,그 관리자는 업무 보고서에서 'bulk'라는 용어를 검토했다.,미학습
토익 950+ 목표,circulate,[동사] 회람시키다,The manager reviewed the term 'circulate' in the business report.,그 관리자는 업무 보고서에서 'circulate'라는 용어를 검토했다.,미학습
토익 950+ 목표,commence,[동사] 시작하다,The manager reviewed the term 'commence' in the business report.,그 관리자는 업무 보고서에서 'commence'라는 용어를 검토했다.,미학습
토익 950+ 목표,complimentary,[형용사] 무료의,The manager reviewed the term 'complimentary' in the business report.,그 관리자는 업무 보고서에서 'complimentary'라는 용어를 검토했다.,미학습
토익 950+ 목표,consolidate,[동사] 통합하다,The manager reviewed the term 'consolidate' in the business report.,그 관리자는 업무 보고서에서 'consolidate'라는 용어를 검토했다.,미학습
토익 950+ 목표,contractor,[명사] 계약자,The manager reviewed the term 'contractor' in the business report.,그 관리자는 업무 보고서에서 'contractor'라는 용어를 검토했다.,미학습
토익 950+ 목표,courier,[명사] 택배원,The manager reviewed the term 'courier' in the business report.,그 관리자는 업무 보고서에서 'courier'라는 용어를 검토했다.,미학습
토익 950+ 목표,deduct,[동사] 공제하다,The manager reviewed the term 'deduct' in the business report.,그 관리자는 업무 보고서에서 'deduct'라는 용어를 검토했다.,미학습
토익 950+ 목표,defective,[형용사] 결함 있는,The manager reviewed the term 'defective' in the business report.,그 관리자는 업무 보고서에서 'defective'라는 용어를 검토했다.,미학습
토익 950+ 목표,designate,[동사] 지정하다,The manager reviewed the term 'designate' in the business report.,그 관리자는 업무 보고서에서 'designate'라는 용어를 검토했다.,미학습
토익 950+ 목표,discontinue,[동사] 중단하다,The manager reviewed the term 'discontinue' in the business report.,그 관리자는 업무 보고서에서 'discontinue'라는 용어를 검토했다.,미학습
토익 950+ 목표,eligible,[형용사] 자격이 있는,The manager reviewed the term 'eligible' in the business report.,그 관리자는 업무 보고서에서 'eligible'라는 용어를 검토했다.,미학습
토익 950+ 목표,enclosed,[형용사] 동봉된,The manager reviewed the term 'enclosed' in the business report.,그 관리자는 업무 보고서에서 'enclosed'라는 용어를 검토했다.,미학습
토익 950+ 목표,expire,[동사] 만료되다,The manager reviewed the term 'expire' in the business report.,그 관리자는 업무 보고서에서 'expire'라는 용어를 검토했다.,미학습
토익 950+ 목표,facilitate,[동사] 촉진하다,The manager reviewed the term 'facilitate' in the business report.,그 관리자는 업무 보고서에서 'facilitate'라는 용어를 검토했다.,미학습
토익 950+ 목표,implement,[동사] 시행하다,The manager reviewed the term 'implement' in the business report.,그 관리자는 업무 보고서에서 'implement'라는 용어를 검토했다.,미학습
토익 950+ 목표,inaugurate,"[동사] 취임시키다, 개시하다",The manager reviewed the term 'inaugurate' in the business report.,그 관리자는 업무 보고서에서 'inaugurate'라는 용어를 검토했다.,미학습
토익 950+ 목표,mandatory,[형용사] 의무적인,The manager reviewed the term 'mandatory' in the business report.,그 관리자는 업무 보고서에서 'mandatory'라는 용어를 검토했다.,미학습
토익 950+ 목표,notify,[동사] 알리다,The manager reviewed the term 'notify' in the business report.,그 관리자는 업무 보고서에서 'notify'라는 용어를 검토했다.,미학습
토익 950+ 목표,outstanding,"[형용사] 미지불의, 뛰어난",The manager reviewed the term 'outstanding' in the business report.,그 관리자는 업무 보고서에서 'outstanding'라는 용어를 검토했다.,미학습
토익 950+ 목표,patronage,"[명사] 후원, 이용",The manager reviewed the term 'patronage' in the business report.,그 관리자는 업무 보고서에서 'patronage'라는 용어를 검토했다.,미학습
토익 950+ 목표,premise,"[명사] 건물, 전제",The manager reviewed the term 'premise' in the business report.,그 관리자는 업무 보고서에서 'premise'라는 용어를 검토했다.,미학습
토익 950+ 목표,proficient,[형용사] 능숙한,The manager reviewed the term 'proficient' in the business report.,그 관리자는 업무 보고서에서 'proficient'라는 용어를 검토했다.,미학습
토익 950+ 목표,proprietor,[명사] 소유주,The manager reviewed the term 'proprietor' in the business report.,그 관리자는 업무 보고서에서 'proprietor'라는 용어를 검토했다.,미학습
토익 950+ 목표,recipient,[명사] 수령인,The manager reviewed the term 'recipient' in the business report.,그 관리자는 업무 보고서에서 'recipient'라는 용어를 검토했다.,미학습
토익 950+ 목표,refurbish,[동사] 새로 단장하다,The manager reviewed the term 'refurbish' in the business report.,그 관리자는 업무 보고서에서 'refurbish'라는 용어를 검토했다.,미학습
토익 950+ 목표,reschedule,[동사] 일정을 변경하다,The manager reviewed the term 'reschedule' in the business report.,그 관리자는 업무 보고서에서 'reschedule'라는 용어를 검토했다.,미학습
토익 950+ 목표,streamline,[동사] 간소화하다,The manager reviewed the term 'streamline' in the business report.,그 관리자는 업무 보고서에서 'streamline'라는 용어를 검토했다.,미학습
토익 950+ 목표,tentative,[형용사] 잠정적인,The manager reviewed the term 'tentative' in the business report.,그 관리자는 업무 보고서에서 'tentative'라는 용어를 검토했다.,미학습
토익 950+ 목표,turnover,"[명사] 이직률, 매출",The manager reviewed the term 'turnover' in the business report.,그 관리자는 업무 보고서에서 'turnover'라는 용어를 검토했다.,미학습
토익 950+ 목표,unanimous,[형용사] 만장일치의,The manager reviewed the term 'unanimous' in the business report.,그 관리자는 업무 보고서에서 'unanimous'라는 용어를 검토했다.,미학습
토익 950+ 목표,undergo,[동사] 겪다,The manager reviewed the term 'undergo' in the business report.,그 관리자는 업무 보고서에서 'undergo'라는 용어를 검토했다.,미학습
토익 950+ 목표,venue,[명사] 장소,The manager reviewed the term 'venue' in the business report.,그 관리자는 업무 보고서에서 'venue'라는 용어를 검토했다.,미학습
기타,archive,"[명사/동사] 기록 보관소, 보관하다",The lesson explains the word 'archive' clearly.,그 수업은 'archive'라는 단어를 명확히 설명한다.,미학습
기타,backup,[명사] 백업,The lesson explains the word 'backup' clearly.,그 수업은 'backup'라는 단어를 명확히 설명한다.,미학습
기타,browser,[명사] 브라우저,The lesson explains the word 'browser' clearly.,그 수업은 'browser'라는 단어를 명확히 설명한다.,미학습
기타,cache,[명사] 캐시,The lesson explains the word 'cache' clearly.,그 수업은 'cache'라는 단어를 명확히 설명한다.,미학습
기타,cloud,[명사] 클라우드,The lesson explains the word 'cloud' clearly.,그 수업은 'cloud'라는 단어를 명확히 설명한다.,미학습
기타,codec,[명사] 코덱,The lesson explains the word 'codec' clearly.,그 수업은 'codec'라는 단어를 명확히 설명한다.,미학습
기타,console,[명사] 콘솔,The lesson explains the word 'console' clearly.,그 수업은 'console'라는 단어를 명확히 설명한다.,미학습
기타,cookie,[명사] 쿠키,The lesson explains the word 'cookie' clearly.,그 수업은 'cookie'라는 단어를 명확히 설명한다.,미학습
기타,dashboard,[명사] 대시보드,The lesson explains the word 'dashboard' clearly.,그 수업은 'dashboard'라는 단어를 명확히 설명한다.,미학습
